larc_id,task_name,see_description,grid_description,do_description,succeeded_verification,nb_successful_builds
237,9aec4887.json,"In the input, you should see Shapes made by other colors in a black background.",The output grid size he output grid is 5 x 5.,"To make the output, you have to Final grid size is the size of the square.",False,0
46,23581191.json,"In the input, you should see two colored squares",The output grid size is the same,"To make the output, you have to extend both colored squares left and right, and up and down across the board to form two lines. The square should be red where the lines intersect.",True,0
46,23581191.json,"In the input, you should see two colored squares",The output grid size is the same,"To make the output, you have to continue both lines in their color both left to right and up and down. where the two lines cross each other make that square red",True,1
46,23581191.json,"In the input, you should see two colored squares on a black background",The output grid size is the same as input,"To make the output, you have to .make a vertical and horizontal line through each square to the edge of the grid. Make each line the same color as its input square. Where the two colors cross put a red square.",True,1
46,23581191.json,"In the input, you should see Two colored square",The output grid size is the same size,"To make the output, you have to make a make line same as color pattern when meet a two pattern mention as red color.",True,0
166,6e02f1e3.json,"In the input, you should see a 3x3 grid that may have between 1 and 3 colors.",The output grid size it stays the same.,"To make the output, you have to place 3 grey boxes in various spots based on how many colors there are in the input grid. If there is one color, put 3 grey boxes on the top of the grid. If there are two colors, place a diagonal line of grey boxes form top left to bottom right. If there are 3 colors, place a diagonal line of grey boxes going from bottom left to top right.",True,1
166,6e02f1e3.json,"In the input, you should see a 3x3 grid of 1-3 colors.",The output grid size is the same as the input grid,"To make the output, you have to place 3 gray pixels based on how many colors are in the grid. If it is one color place 3 gray pixels along the top of the grid. If there are two colors make a diagonal line from the top left to the bottom right. If there are three colors make a diagonal line from the top right to the bottom left.",True,1
166,6e02f1e3.json,"In the input, you should see an image with 1 to 3 colors",The output grid size stays the same,"To make the output, you have to make a black and gray pattern depending on the number of colors in the input. Start with an all black grid. If there is one color, make the top 3 squares gray. If there are two colors, make a diagonal line from top left to bottom right gray, again 3 pixels. If there are three colors, make a diagonal line from top right to bottom left gray, again 3 pixels.",True,1
166,6e02f1e3.json,"In the input, you should see A 3 x 3 grid of color squares.",The output grid size Copy the input grid,"To make the output, you have to When three colors are present make a grey diagonal line from top right to bottom left. If there are two colors make a grey diagonal line from top left to bottom right. If there is one color make a grey line across the top three blocks.",True,1
189,7ddcd7ec.json,"In the input, you should see A square that with one square off the top right and left down.",The output grid size stay the same.,"To make the output, you have to keep on create square toward edge.",False,0
189,7ddcd7ec.json,"In the input, you should see original pattern",The output grid size copy the input size,"To make the output, you have to follow the instruction",True,0
189,7ddcd7ec.json,"In the input, you should see a black grid with a 4 by 4 colored square that has two small squares on its corners.",The output grid size stays the same.,"To make the output, you have to add more squares of the same color to create a diagonal line from the small squares to the edge of the grid.",True,0
189,7ddcd7ec.json,"In the input, you should see A square that with one square off the top right and left down.",The output grid size stay the same.,"To make the output, you have to keep on create square toward edge.",True,0
189,7ddcd7ec.json,"In the input, you should see a center block with two edges going out",The output grid size is the same,"To make the output, you have to continue the single block diagonally to the edge with the same color",True,1
189,7ddcd7ec.json,"In the input, you should see a square with some of its corner having a single grid extending from the squares corner.",The output grid size is the same as the input,"To make the output, you have to locate any grids that extend from the corner of the square and continue extending it diagonally all the way until it reaches the border of the grid.",True,0
218,90f3ed37.json,"In the input, you should see A line at top and bottom.",The output grid size is the same grid size,"To make the output, you have to complete the line so that fill dark blue Remaining box",False,0
218,90f3ed37.json,"In the input, you should see a line at the top and two start of lines at the bottom",The output grid size is the same,"To make the output, you have to finish the line so that it is the same as the top line but finish the line in dark blue",True,1
218,90f3ed37.json,"In the input, you should see like",The output grid size good,"To make the output, you have to nice",True,0
218,90f3ed37.json,"In the input, you should see . the top pattern is done well. and there is another not done pattern with starting cells.",The output grid size the same,"To make the output, you have to finish each pattern follow by the starting cells, make it the same size and same pattern of the top one.",False,0
69,32597951.json,"In the input, you should see light blue, dark blue and black boxes. The light blue boxes represent an incomplete rectangle.",The output grid size stays the same.,"To make the output, you have to change the dark blue boxes to green boxes where they cover parts of the rectangle created by the light blue boxes. Once changed the rectangle shape should be clear with no dark blue boxes within its borders.",True,1
69,32597951.json,"In the input, you should see an incomplete rectangle",The output grid size is the same as the input,"To make the output, you have to replace blue squares with green.",False,0
69,32597951.json,"In the input, you should see an incomplete rectangle or square",The output grid size same as the input size,"To make the output, you have to replace the blue squares with green squares to complete a square of a rectangle with the light blue blocks",True,4
131,56ff96f3.json,"In the input, you should see one or more pairs of same colored squares in the grid with two of each color",The output grid size is the same as the input,"To make the output, you have to copy the input grid. Then fill in black squares to create rectangles where the single squares are now two of the four corners. If there is more than one color create different rectangles for each color.",True,0
131,56ff96f3.json,"In the input, you should see one 11x6 black grid, with two orange squares, one at the second square over and second square down.",The output grid size does not change.,"To make the output, you have to copy the input grid to the output grid and fill in the black squares with the color orange to make a 3x7 rectangle.",False,0
131,56ff96f3.json,"In the input, you should see 2 dots of either the same or different colors",The output grid size is the same size as the input grid,"To make the output, you have to between 2 dots of the same color, fill in the black dots with that same color.",True,0
131,56ff96f3.json,"In the input, you should see one or more pairs of same colors",The output grid size is the same as the input,"To make the output, you have to take the colored as the starting and end point of the rectangle or square assume that the grid make rectangle or square",True,2
2,017c7c7b.json,"In the input, you should see one color on black background",The output grid size same size with three by three at bottom of it,"To make the output, you have to bottom three by three blocks are the three by three from the two blocks from the top",False,0
2,017c7c7b.json,"In the input, you should see A grid with a pattern in blue blocks",The output grid size .s 33% bigger than the input grid,"To make the output, you have to copy the original grid to the top 66% of the output grid. Then ignore the top two rows of the grid, copy the next three rows, and paste them into the bottom 33% of the output grid. Change all of the blue blocks to the red-orange color",False,0
2,017c7c7b.json,"In the input, you should see some colored boxes",The output grid size should be one third to the original box,"To make the output, you have to change the color and add one third potion",False,0
2,017c7c7b.json,"In the input, you should see black background designed with blue grid",The output grid size change it to 3 by 9,"To make the output, you have to make a replica of the design in the input grid and make sure you fill all the grid because the output grid is 3 by 9 while the input grid is 3 by 6",False,0
2,017c7c7b.json,"In the input, you should see .two checkerboard shapes, one with black and blue squares and the other one with red and black squares.",The output grid size to 9x3.,"To make the output, you have to .change the size of the grid, start in the top left corner with black, then red, and then black. Continue to make a checkerboard pattern to fill in the all the squares.",False,0
2,017c7c7b.json,"In the input, you should see 3x6 pattern with blue and black pattern.",The output grid size increase to 3x9,"To make the output, you have to continue the pattern with additional 3x3 squares on the bottom",False,0
2,017c7c7b.json,"In the input, you should see colored grid in with black grid",The output grid size change into 3x9,"To make the output, you have to after change grid size use the same pattern but change the color into red, assume the design is in 3x9 grid",True,0
2,017c7c7b.json,"In the input, you should see the black and color grid",The output grid size the size in the input grid,"To make the output, you have to resize or copy paste the color grid as in the input grid",False,0
2,017c7c7b.json,"In the input, you should see a grid that is 3x6 with black and blue.",The output grid size add 3 rows to the bottom.,"To make the output, you have to keep the original pattern, change the blue to red, and then continue the pattern in the new 3 rows.",True,1
2,017c7c7b.json,"In the input, you should see a blue pattern",The output grid size is the same as the input.,"To make the output, you have to change blue to red.",False,0
86,3c9b0459.json,"In the input, you should see colored blocks in a grid",The output grid size same as input,"To make the output, you have to rotate the grid 180 degrees clockwise. That's it. Just fill in the grid with the original colors as if the grid rotated twice to the right (180 degrees).",True,0
86,3c9b0459.json,"In the input, you should see Change position for every grid.",The output grid size Change position for every grid.,"To make the output, you have to change position for every grid..",True,0
86,3c9b0459.json,"In the input, you should see 3by3 grid",The output grid size remains the same,"To make the output, you have to reflect the grid",True,0
86,3c9b0459.json,"In the input, you should see a grid of colored pixels.",The output grid size is the same as the input.,"To make the output, you have to  Create the same pattern as the input, just rotated 180 degrees. Done.",True,1
86,3c9b0459.json,"In the input, you should see pattern rectangle",The output grid size turn twice,"To make the output, you have to turn color block",True,0
127,5521c0d9.json,"In the input, you should see three colored objects",The output grid size same grid size as input,"To make the output, you have to count how many rows each object contains and move it up that same amount of rows",True,0
127,5521c0d9.json,"In the input, you should see above 4 grid",The output grid size same as above 4 grid,"To make the output, you have to same as above grid",False,0
127,5521c0d9.json,"In the input, you should see You would see red shapes blue and yellow shapes in a black grid background.",The output grid size The size of the grid does not change.,"To make the output, you have to A yellow blue and red colored shapes come to rest at the bottom.",False,0
127,5521c0d9.json,"In the input, you should see three colored objects.",The output grid size is the same.,"To make the output, you have to decide how many rows the object has and move it up that same amount of rows.",True,1
90,3f7978a0.json,"In the input, you should see A random pattern of grey and light blue tiles",The output grid size changes based on the size of the central pattern in the input grid,"To make the output, you have to IDENTIFY the ""central"" pattern in the input grid. This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns. Create an output grid size to match the size of the central pattern, and fill it with that pattern. It's like taking a part of the input grid and enlarging it onto the output grid.",True,1
90,3f7978a0.json,"In the input, you should see grey pattern move to the edge",The output grid size change the grid size in to the corner,"To make the output, you have to move along the same size",True,0
90,3f7978a0.json,"In the input, you should see two gray lines with blue squares on the top and bottom of each.","The output grid size will only be as big as the gray lines with their blue ends, with all the squares that are in between them. (If you see two gray lines that are 3 squares long, and there is 3 spaces of black space between the two lines, your grid would be 5x5: Make sure to include the blue ends of each gray line in your size calculation.","To make the output, you have to recreate the position of the black space and any blue squares that are between your gray lines. The four corners of your output will be the blue ends of the gray lines in the input. Make sure that the exact amount of black space between the two lines matches the input, and the placement of any blue squares in the black space also matches the exact location in the input. Your output grid should be no bigger on top/bottom or left/right of the blue squares at the end of each gray line.",True,2
90,3f7978a0.json,"In the input, you should see a black grid with some light blue squares and some gray squares",The output grid size is the same size as the four light blue squares that form a quadrant shape of either a rectangle or a square,"To make the output, you have to identify the four light blue squares that form a quadrant shape of either a rectangle or a square and then replicate everything inside that shape using the same light blue, gray and black colors.",True,1
90,3f7978a0.json,"In the input, you should see A random pattern of grey and light blue tiles",The output grid size changes based on the size of the central pattern in the input grid,"To make the output, you have to IDENTIFY the ""central"" pattern in the input grid. This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns. Create an output grid size to match the size of the central pattern, and fill it with that pattern. It's like taking a part of the input grid and enlarging it onto the output grid.",True,1
259,a78176bb.json,"In the input, you should see a diagonal line of a single color, with gray squares extending out from one or both sides of it.",The output grid size is identical to the input grid.,"To make the output, you have to keep the original colored line. Place a square of that same color on the black square that at the point of the gray extension. Now extend another diagonal line out from that colored square, mimicking the original line. Do this on both sides if there are two gray extensions. Your should now have two or three lines, including the original. Now recolor the gray squares black, and you're done!.",False,0
259,a78176bb.json,"In the input, you should see a diagonal line of a single color, with gray squares extending out from one or both sides of it.",The output grid size is identical to the input grid.,"To make the output, you have to keep the original colored line. Place a square of that same color on the black square that at the point of the gray extension. Now extend another diagonal line out from that colored square, mimicking the original line. Do this on both sides if there are two gray extensions. You should now have two or three lines, including the original. Now recolor the gray squares black, and you're done!",True,0
259,a78176bb.json,"In the input, you should see the first grid the middle red squares.1 Box down and go to the following corner 1 box over. Gray fill behind. The second Chart the burgundy row begins in the top right corner starting fifth box on top and goes til it hits the corner. 3rd chart the orange goes corner to corner.",The output grid size is 10x10 stays the same,"To make the output, you have to In the input, you should see...For each input starting with the first grid copy the middle red squares. The second Chart copy only the burgundy row and add a burgundy row exactly like the middle red squares.For the orange grid copy exactly that row but add how the burgundy top row was but the exception is start the grid in the sixth box from the top left corner. No gray backgrounds.",False,0
259,a78176bb.json,"In the input, you should see a single color with grey color",The output grid size same as original color,"To make the output, you have to keep the original diagonal color and fill the grey color with black. copy the same diagonal color on the grey color side by keeping space number of original square size make by grey color.",True,0
259,a78176bb.json,"In the input, you should see a diagonal line with a single color with gray squares on one side or both sides of the line on a large black background.",The output grid size is the same as the input grid.,"To make the output, you have to copy the input grid. Then create a diagonal line with the same color as the original diagonal line at the side of the gray squares. The diagonal line has to touch two sides of the large black background. Then, color the gray squares with black color.",True,0
28,1c786137.json,"In the input, you should see many colored squares with a section inside a rectangle of same colored squares",The output grid size is the same size as the area of the squares inside of the same colored squares,"To make the output, you have to copy the squares inside of the same colored squares",True,2
28,1c786137.json,"In the input, you should see a complex color pattern with a distinctive rectangle of a single color",The output grid size will be the size of the area inside the rectangle,"To make the output, you have to copy the grid inside the rectangle",True,3
28,1c786137.json,"In the input, you should see complex color pattern with a distinctive rectangle of a single color",The output grid size will be the size of the area inside the rectangle,"To make the output, you have to copy the grid inside the rectangle",True,1
170,6f8cd79b.json,"In the input, you should see  A black grid",The output grid size Same as the input grid,"To make the output, you have to You should create light blue border around the black grid.",True,1
170,6f8cd79b.json,"In the input, you should see a black grid.",The output grid size should be the same as the input.,"To make the output, you have to make a blue shape around the outside of the entire grid. The center squares should be black but the blue shape should go all the way around the perimeter of the grid.",True,0
170,6f8cd79b.json,"In the input, you should see black grid",The output grid size the same size,"To make the output, you have to use light blue color to draw the border of the grid with only one cell as width",True,1
170,6f8cd79b.json,"In the input, you should see A black grid",The output grid size remains the same as the input grid size.,"To make the output, you have to Create a light blue border around the grid. So, any tiles that are touching the edges are filled in with light blue. The rest of the tiles remain black.",True,1
170,6f8cd79b.json,"In the input, you should see a black grid",The output grid size remains the same as the input grid size,"To make the output, you have to create a light blue border around the grid. So, any squares that are touching the edges are filled in with light blue. The rest of the squares inside the light blue border remain black.",True,1
388,f76d97a5.json,"In the input, you should see colored boxes on a grey grid.",The output grid size same as input.,"To make the output, you have to replace the grey boxes with the color and replace the color boxes with black.",True,0
388,f76d97a5.json,"In the input, you should see colored boxes on a grey grid",The output grid size same as input,"To make the output, you have to replace the grey boxes to the color and replace the color boxes with black",True,3
388,f76d97a5.json,"In the input, you should see color grid in a grey grid",The output grid size same as input,"To make the output, you have to replace all grey to color and replace other color with black",True,1
222,9172f3a0.json,"In the input, you should see 3x3 grid",The output grid size 9x9 grid,"To make the output, you have to each tile in the input grid is a 3x3 grid pattern on the output. Keep same color and pattern but increase to a 9x9 grid",True,1
222,9172f3a0.json,"In the input, you should see green and black and then follow",The output grid size whole black grey and factor,"To make the output, you have to red and green grey",False,0
222,9172f3a0.json,"In the input, you should see a 3x3 grid with two colors",The output grid size is changed to 9 squares for each square on the input side,"To make the output, you have to make the output 9x9 then fill in the color pattern so that 9 squares represent one on the input side",True,0
222,9172f3a0.json,"In the input, you should see a 3x3 grid with colors",The output grid size is a 9x9 grid,"To make the output, you have to copy the same colors in the same position. For every single grid in the input, it should be changed to a 3x3 of color each in the output",True,1
222,9172f3a0.json,"In the input, you should see a 3x3 grid with different colors",The output grid size 9x9 because each grid has been made into a 3x3 grid,"To make the output, you have to make a 9x9 grid that will have 3x3 grids filled with the colors from each box in the input grid",True,0
222,9172f3a0.json,"In the input, you should see a 3x3 grid with three colors",The output grid size is changed to 9x9,"To make the output, you have to use the same colors in the same position",True,1
367,e76a88a6.json,"In the input, you should see large grid.",The output grid size same as the input grid.,"To make the output, you have to copy the color pattern into the other gray grids.",True,1
367,e76a88a6.json,"In the input, you should see 10x10 grid",The output grid size 10x10 grid,"To make the output, you have to copy the color pattern into the other gray shapes.",True,1
367,e76a88a6.json,"In the input, you should see every input same",The output grid size every input same,"To make the output, you have to same pattern",True,1
53,264363fd.json,"In the input, you should see a large grid with shapes of three different colors on a colored background",The output grid size is the same as the input grid,"To make the output, you have to remove the small shape and replicate it over each block of the same color as its center and color in the row or column of the blocks that extend from the shape to the edge of the colored area it is within for the blocks around the center of the small shape that are two blocks wide or two blocks tall and touch the sides of the center of the shape",True,0
53,264363fd.json,"In the input, you should see a large grid with boxes, a shape and three different colors.",The output grid size identical to the input grid.,"To make the output, you have to Copy the shape you see outside of the boxes. Take note of the center square of the shape outside the box. Position the shape in the box, centered over the the single squares in the boxes that are a different color. Next, take note of the squares that extend two spaces out from the center of the shape. Now, using the same color as these squares, continue their lines until they touch the sides of the colored box. Don't go into the background color. Repeat these steps for all boxes with a different colored square inside.",True,0
53,264363fd.json,"In the input, you should see a large grid with shapes of three different colors on a colored background",The output grid size is the same as the input grid,"To make the output, you have to remove the small shape and replicate it over each block of the same color as its center and color in the row or column of the blocks that extend from the shape to the edge the colored area it is within for the blocks around the center of the small shape that are two blocks wide or two blocks tall and touch the sides of the center of the shape.",False,0
53,264363fd.json,"In the input, you should see fill with blue and put line through square.",The output grid size stay the same.,"To make the output, you have to change the green to red.",False,0
53,264363fd.json,"In the input, you should see large grid",The output grid size input size grid,"To make the output, you have to blocks tall and touch",True,1
275,b1948b0a.json,"In the input, you should see two different color squares",The output grid size the same size as the input,"To make the output, you have to replace all the purple squares with red.",True,2
275,b1948b0a.json,"In the input, you should see two colors, one of which is orange.",The output grid size is the same as the input size,"To make the output, you have to turn the not-orange color into light red.",True,4
330,d364b489.json,"In the input, you should see several blue squares placed at different parts",The output grid size should be the same size as the input grid,"To make the output, you have to place a orange square to the space left of any blue square, a red square in the space above any blue square, a purple square to the space on the right of any blue square and a light blue square to the space below any blue square.",True,2
330,d364b489.json,"In the input, you should see black with five blue squares.",The output grid size is black with several squares of different colors.,"To make the output, you have to draw patterns of squares with orange, red, purple, dark blue, and light blue squares.",False,0
330,d364b489.json,"In the input, you should see filled blue squares",The output grid size do not change,"To make the output, you have to put purple squares on the right side, red squares on the top, orange squares on the left, light blue squares on the bottom.",True,1
263,a8c38be5.json,"In the input, you should see .at least 1 green shape with holes.",The output grid size is the same as the input grid size,"To make the output, you have to completely fill each hole with yellow",False,0
263,a8c38be5.json,"In the input, you should see In the input, you should see...input is color change and today in above","The output grid size In the input, you should see...input is color change and today in above","To make the output, you have to width the input, you should see...input is color change and today in above.",False,0
263,a8c38be5.json,"In the input, you should see colors are grey remove the output",The output grid size 14*14,"To make the output, you have to output grid is input same without grey",False,0
263,a8c38be5.json,"In the input, you should see a black grid with random 3x3 grids",The output grid size a 9x9 grid,"To make the output, you have to make sure the background is all gray. Then place the colors and shapes you see in the input in the right place. The corners should go in the corners. the t-shape should go at the top in the middle, the upside down t-shape should go at the bottom in the middle, the two side way t-shapes should go on the left and right side in the middle so that the long side is against to the left and right. Make sure to keep the same colors for each",True,1
263,a8c38be5.json,"In the input, you should see executive",The output grid size future,"To make the output, you have to agreement",False,0
263,a8c38be5.json,"In the input, you should see multiple 3x3 squares with gray and colored shapes within them",The output grid size changes to a 9x9 grid,"To make the output, you have to rearrange each of those squares fully that colors line up along the edge. Start with the fully gray 3x3 in the middle. Then corners should line up in the corners that the color touches the edge.Rearrange the rest of the 3x3 grids that the color remains on the edge.",True,1
326,d13f3404.json,"In the input, you should see a colored pattern in one corner surrounded by black blocks.",The output grid size should double.,"To make the output, you have to repeat the pattern from the original corner to the other corner of the new bigger grid.",True,0
326,d13f3404.json,"In the input, you should see three colored squares that make up their own shape within the grid. all of the squares different colors.",The output grid size is four times the input.,"To make the output, you have to repeat the pattern of the shape of colored squares from the top left to the bottom right of the output grid. the patterns should repeat to the right of each other and down.",True,0
326,d13f3404.json,"In the input, you should see 3 squares colored in random places, different color for each. all others are black",The output grid size is four times the size,"To make the output, you have to need to draw a line down and to the right from each beginning square all the way to the end of the grid",True,0
326,d13f3404.json,"In the input, you should see 3 squares colored in random places, different color for each. all others are black",The output grid size is four times the size,"To make the output, you have to need to draw a line down and to the right from each beginning square all the way to the end of the grid",True,0
326,d13f3404.json,"In the input, you should see 3 squares colored in random places,different color for each all other are black",The output grid size four time the size,"To make the output, you have to need to draw a line down and to the right from each beginning square all the way to the end of the grid",True,0
326,d13f3404.json,"In the input, you should see 3 squares colored in random places, different colors for each. All others are black.",The output grid size Is four times the size.,"To make the output, you have to Need to draw a line down and to the right from each beginning square all the way to the end of the grid.",True,0
12,0a938d79.json,"In the input, you should see either a long or tall black grid with 2 different colored pixels",The output grid size remains the same.,"To make the output, you have to create a pattern of short stripes alternating between the 2 colors. Start from the first colored pixel and create a line that goes to the opposite side using that color. Then go to the second colored pixel and do the same. Continue the pattern of stripes to the RIGHT for a long grid or go DOWN for a tall grid all the way to the end.",True,2
12,0a938d79.json,"In the input, you should see .vertical blocks of different color pattern",The output grid size it increase by 7 blocks,"To make the output, you have to copy the input",True,0
234,995c5fa3.json,"In the input, you should see 4 by 14 grid",The output grid size to be 3by 3 grid,"To make the output, you have to make the same color per row. use red blue and yellow",False,0
234,995c5fa3.json,"In the input, you should see three 4x4 grey grids divide by black lines",The output grid size 3x3 grid,"To make the output, you have to make three rows of three different solid colors corresponding to the grey 4x4 blocks. The first 4x4 block is the color of the top row, and so on.Grey 4x4 with a 2x2 black box in the middle = light blueGrey 4x4 with no black = redGrey 4x4 with black box center bottom = yellowGrey 4x4 with two 1x2 black lines on the left and right = greenIf there are any more, they are a different color.",True,1
234,995c5fa3.json,"In the input, you should see make the grid size into 3 out of 3 and green for top 3 yellow for middle line 3red for bottom line make it upside down and change middle row into blue.",The output grid size change the grid size into 3x3,"To make the output, you have to make the output grid with 3 colors.",True,0
371,e98196ab.json,"In the input, you should see replace size",The output grid size change color,"To make the output, you have to replace the order",False,0
371,e98196ab.json,"In the input, you should see an 11x11 grid",The output grid size an 11x5,"To make the output, you have to both patterns from above and below the gray line",False,0
371,e98196ab.json,"In the input, you should see an 11x11 grid",The output grid size an 11x5 grid,"To make the output, you have to mesh together both patterns from above and below the gray line",True,1
371,e98196ab.json,"In the input, you should see 11x11 grid split into two 5x11 grids through a solid color row in the middle",The output grid size 5x11grid,"To make the output, you have to mesh together both patterns above and below the solid color row into one 5x11 grid",True,0
45,234bbc79.json,"In the input, you should see three blocks of pixels in different shapes.",The output grid size is smaller. Output should be 9x3.,"To make the output, you have to correspond the shapes with one another. The shapes should become one whole object. To do this, move the shape in the middle either up or down, depending on the site of the two outer shapes. Begin with the shape on the left, fill in the grey pixel with the same color. Then create the middle shape, which will touch where the grey pixel was on the left shape. Fill in the grey pixels on the middle shape with its same color. Then add the shape on the far right to the end of the middle shape, where they last grey pixel was on the middle shape. Fill in the rest of the pixels on the right shape with its same color.",True,0
45,234bbc79.json,"In the input, you should see the middle pattern move up or down to join the left and right sides.",The output grid size is the same as the input,"To make the output, you have to fill in the gray squares with the original color it was placed with",True,0
45,234bbc79.json,"In the input, you should see three patterns with grey boxes on the end of them (the middle pattern has one on each end.)","The output grid size remove column 4/7/11, making in 3x8 (or 8x3 it stays a horizontal box.)","To make the output, you have to for the two with only red/blue, color the grey boxes the colors they're touching and move the middle one up, there should be a black row along the bottom. For the two with three colors, you do the same thing, but move the middle all the way down, there should be a black column along the top.",False,0
45,234bbc79.json,"In the input, you should see a 11x3 grid with colored blocks end in a grey block",The output grid size is 9x3 with the two empty all black column removed.,"To make the output, you have to draw the image with the two removed columns. Replace the color of the end grey blocks with the color of the original pattern leaving no grey blocks.",True,0
45,234bbc79.json,"In the input, you should see the middle pattern move up or down to join the left and right sides.",The output grid size is the same as the input.,"To make the output, you have to fill in the gray squares with the original color it was placed with.",False,0
45,234bbc79.json,"In the input, you should see three shapes, all of which have a main color with some grey boxes.",The output grid size changes in length by removed any black columns that separate the shapes,"To make the output, you have to make any grey boxes the same color as the blocks to which it is connected. Remove columns of black boxes. Align the middle and right shapes so that the former grey squares are connected.",True,1
45,234bbc79.json,"In the input, you should see three different shapes, all of which have a main color with some boxes a grey color.",The output grid size changes in length by removing any black boxes that separate the shapes,"To make the output, you have to change any grey box to the same color it is connected to. Remove any column of black boxes that are separating the shapes, so that each shape is next to each other. The middle shape is moved to the opposite of it's original position, either moving from bottom to top, or top to bottom.",True,0
32,1e32b0e9.json,"In the input, you should see a grid with 9 5x5 square boxes all split by one color. there shapes of another color in 5 of the boxes.",The output grid size is the same as the input.,"To make the output, you have to use the shape that's in the top left box and replicate that in all the other boxes, but leave the color that is already there, and use the other color, the one that is dividing the 9 boxes, to complete the shapes in the rest of the boxes",True,1
32,1e32b0e9.json,"In the input, you should see a 17x17 grid that is split into 9 5x5 squares. Inside of these 9 blocks you should see blocks of the same color.",The output grid size is the same,"To make the output, you have to replicate what is inside of the top left 5x5 grid throughout the rest of the 8 grid left. The color of these additional blocks should match the color of the block cut line.",True,1
32,1e32b0e9.json,"In the input, you should see a grid of one color with 9 5x5 spaces, some with shapes of another color.",The output grid size is the same as the input grid,"To make the output, you have to take what is in the up left space and put that pattern in all 9 spaces but in the same color as the grid. If a space has a pattern in it already, leave those blocks the same color as you fill in the rest of the first pattern around it in the grid color.",True,1
32,1e32b0e9.json,"In the input, you should see a colored grid with 9 5x5 spaces. Some of the 9 spaces contain shapes of a color that is different from the color of the grid.",The output grid size is the same as the input grid. s,"To make the output, you have to Take the shape in the upper left space of the grid and copy that pattern in all 9 spaces. If a space in your input has a shape in it, leave those blocks as the same color. Make the other shapes in the output the same color as the colored grid in the input.",True,0
185,794b24be.json,"In the input, you should see some colored blocks on the grid.",The output grid size is the same size as the input grid.,"To make the output, you have to change the color of the blocks and move them all to the top of the grid and start filling in the blocks from left to right keeping the same number of blocks from the original grid.",True,0
185,794b24be.json,"In the input, you should see a 3x3 grid with between 1 to 4 blue squares in it.",The output grid size is the same size as the input grid.,"To make the output, you have to count the number of blue squares in the input. You will need this same number of squares in the output, but the new squares will become red and will be relocated in the following order until you have used the same number of squares that you counted; First red square goes in top left; second red square (if any) goes if top middle; third red square (if any) goes in top right and fourth red square (if any) goes in middle of grid.",True,3
306,c59eb873.json,"In the input, you should see blocks of various colors","The output grid size will be double the input size, so if, for example, the input is 4x4 the output will be 8x8.","To make the output, you have to divide each block into a 2x2 square in the same color as the original block. So, each block from the original input grid will become a 2x2 block of 4 squares of the same color as the original block.",True,1
306,c59eb873.json,"In the input, you should see the blocks are within four blocks then fill the individual color to the four block",The output grid size it is part on the grid change. then apply the colors,"To make the output, you have to .apply the grid size and fill the colors",True,0
306,c59eb873.json,"In the input, you should see a black background with a patterned shape",The output grid size is 8 by 8,"To make the output, you have to increase the size and multiply the red by 4, blue by 2, reduce green to 5",False,0
306,c59eb873.json,"In the input, you should see a 3 by 3 grid with colored blocks",The output grid size is 6 by 6,"To make the output, you have to make the same design but now the black, blue and red blocks are made from four blocks making one big square on each corner",True,0
243,9f236235.json,"In the input, you should see colored box",The output grid size same size block,"To make the output, you have to across the block",False,0
243,9f236235.json,"In the input, you should see it more up close and no red.",The output grid size it is large.,"To make the output, you have to remove the red.",False,0
243,9f236235.json,"In the input, you should see the middle centered",The output grid size .he size of the centered middle,"To make the output, you have to replicate the center pattern",False,0
243,9f236235.json,"In the input, you should see a single-colored grid of symmetrical lines that intersect to create segmented boxes. The boxes are filled and create a design.",The output grid size becomes smaller. Equal to the number of segmented boxes present in the input grid,"To make the output, you have to avoid the lines that create the boxes, and instead focus on the pattern. Copy the pattern so that it is mirrored horizontally (left to right). You should end up with only the design from the input.",True,1
65,2dd70a9a.json,"In the input, you should see input clear and view",The output grid size size in option change view,"To make the output, you have to none clear view",True,0
65,2dd70a9a.json,"In the input, you should see red and green dots",The output grid size is the same as the old one,"To make the output, you have to use green line to connect the red and green parts in straight lines",True,2
65,2dd70a9a.json,"In the input, you should see a large grid with light blue dots as well as two red dots and two green dots",The output grid size is the same size as the input grid,"To make the output, you have to connect the green and red dots. Start by using green to fill in the dots until you hit a blue dot then change direction to the red dots. Continue until you hit the red dots.",True,0
351,dc1df850.json,"In the input, you should see a black grid with several colored pixels.",The output grid size is the same as input.,"To make the output, you have to draw a blue border around the red pixels. Fill in each pixel around the red pixel with blue. If the red pixel is near the border of the grid, fill in the pixels around it against the border.",True,1
351,dc1df850.json,"In the input, you should see two red squares, and a few other colored squares.",The output grid size will be the same size as the input grid.,"To make the output, you have to draw a blue border around each red square (so it will look like a 3x3 blue square with a red square in the center), but if the red square is in the corner, just fill in 3 blue blocks around it.",True,0
351,dc1df850.json,"In the input, you should see a series of colored boxes on a black background.",The output grid size remains the same.,"To make the output, you have to surround only the red squares with a blue border that is one square wide.",True,2
214,8eb1be9a.json,"In the input, you should see a pattern in the center",The output grid size keep size the same,"To make the output, you have to copy the pattern for the whole grid to match the center pattern",True,1
214,8eb1be9a.json,"In the input, you should see .common pattern",The output grid size common pattern,"To make the output, you have to common pattern",True,1
