larc_id,task_name,see_description,grid_description,do_description
215,8efcae92.json,"In the input, you should see 2 colors on a black background",The output grid size choose the shape with the most red squares and make the grid that size,"To make the output, you have to replicate the pattern of the chosen shape"
64,2dc579da.json,"In the input, you should see a grid broken up into 4 sections by a cross, where 1 section has an off-color single square in it.",The output grid size is the size of 1 of the 4 sections.,"To make the output, you have to ""zoom in"" on the section with an off-color square."
307,c8cbb738.json,"In the input, you should see a solid color background with multiple groups of 4 colored pixels.",The output grid size is going to be smaller than the original. It will be the same size as the largest shape created by the groups of colored pixels.,"To make the output, you have to place all the groups of pixels on top of each other keeping all colors the same. Leave any left over blocks the color of the original background."
242,9edfc990.json,"In the input, you should see a grid with several different colored blocks.",The output grid size stay the same.,"To make the output, you have to copy the input and fill in any spaces that have with blue that have blue touching black."
44,22eb0ac0.json,"In the input, you should see single pixels of different colors in two horizontal lines along the left and right sides of the grid.",The output grid size stays the same size as the input.,"To make the output, you have to .copy the input. If two blocks across from each other are the same color, fill in the rest of that horizontal row with that color. Don't do anything with the blocks across from each other that are different colors"
235,99b1bc43.json,"In the input, you should see .a 4x4 square of blue and black boxes on top of a yellow line. Below the yellow line is a 4x4 square of red and black boxes.",The output grid size .should be 4x4.,"To make the output, you have to compare the squares in the top and bottom 4x4 square. If they match (both black or both color) make the output square black. If they do not match, make the output square green."
370,e9614598.json,"In the input, you should see a 10x10 grid with two blue squares",The output grid size the same size as the input grid and the blue squares are in the same spots (copy it over),"To make the output, you have to imagine the line that would be formed by the blue squares and fill in the middle square with green. Then using the green square as a starting place fill in the block above, below, and on each side with green. It should look like a plus sign."
13,0b148d64.json,"In the input, you should see a rectangular pattern in each corner, one a different color than the others.",The output grid size becomes the size of the pattern that is a different color.,"To make the output, you have to copy the pattern that is a different color"
262,a87f7484.json,"In the input, you should see different patterns of different colors",The output grid size will be 3x3,"To make the output, you have to find the color with the most spaces colored and put that pattern into the 3x3"
274,b190f7f5.json,"In the input, you should see some squares of various colors on one half of the grid and some blue square that make a pattern on the opposite side of the grid.","The output grid size will be the size of grid with the light blue squares multiplied by the length of the grid with the light blue squares. So, for example, if the light blue squares are in a 4x4 grid, the output grid will be 16x16.","To make the output, you have to replace each of the colored squares on the input grid with the light blue pattern but in the color of the square, then orient the pattern to correspond with the colored squares in the new grid."
52,25ff71a9.json,"In the input, you should see 3 by 3 grid blue color grid on black background",The output grid size same as input size,"To make the output, you have to move all the blue color move down by one grid"
389,f8a8fe49.json,"In the input, you should see two patterns. One is orange and the other is gray. The gray pattern should be inside of the orange one.",The output grid size is the same,"To make the output, you have to flip the grey pattern over the red one like an mirror image. The resulting output should now have the grey pattern outside of the orange one."
223,928ad970.json,"In the input, you should see 4 grey squares and a colored rectangle within the dots.",The output grid size is the same as the input grid.,"To make the output, you have to copy the input grid. Then, using the color of the colored rectangle, make the largest rectangle possible that will fit inside the four grey dots. The outside of the new rectangle should touch the inside of all four grey dots."
366,e73095fd.json,"In the input, you should see grey lines connecting nodes on a black background",The output grid size is the same as the input,"To make the output, you have to fill the nodes with yellow."
29,1caeab9d.json,"In the input, you should see 3 shapes of blue, red, and yellow colors.",The output grid size is the same size as the input grid,"To make the output, you have to keep the blue shape where it is, and move the red and yellow shapes up or down so that they are at the same level as the blue-colored shape."
171,6fa7a44f.json,"In the input, you should see a 3x3 pattern.",The output grid size is 3x6 vertical grid.,"To make the output, you have to place the input grid in the top 3x3 space and create a mirror image in the bottom 3x3 space."
258,a740d043.json,"In the input, you should see a blue grid with a pattern some place",The output grid size is the size of the pattern in the blue grid,"To make the output, you have to make the pattern and if there is any more on the sides or any blue, fill in with black"
126,54d9e175.json,"In the input, you should see 33x3 squares with gray lines between them",The output grid size is the same size as the input grid,"To make the output, you have to replace all 3x3 squares with a specific color. The color to replace is below:Green to Light BlueBlue to PurpleYellow to Dark RedRed to Orange"
91,40853293.json,"In the input, you should see squares of different colors",The output grid size same size,"To make the output, you have to connect similar colors with that color. where they overlap you should use the vertical color"
68,321b1fc6.json,"In the input, you should see a black grid with four different structures. Three are the same color and one is multi-colored.",The output grid size stays the same.,"To make the output, you have to change the colors of all the single-colored structures to the multi-colors. Then change the original multi-colored structure to all black."
130,56dc2b01.json,"In the input, you should see a green pattern on a black grid with a red line on the other side",The output grid size is the same,"To make the output, you have to take the input green pattern and put it next to(if grid is horizontal) or above/below(if grid is vertical) the red line. then put a LIGHT blue line parallel to the red line creating a box around the green pattern. Make sure the green pattern is touching both lines but not going over them. The green pattern should be on the side of the red line that it is in the input."
87,3de23699.json,"In the input, you should see a shape of one color surrounded by 4 single squares of another color.",The output grid size will be the same size as the inside of the single 4 squares in the input grid.,"To make the output, you have to use the color of the single 4 boxes and replicate the shapes from the input grid."
219,913fb3ed.json,"In the input, you should see single colored squares",The output grid size in the same as the input,"To make the output, you have to surround any green squares with pink squares, surround any light blue squares with yellow squares, and surround any red squares with dark blue squares."
188,7c008303.json,"In the input, you should see a grid with one light blue row and column. There is a one-colored design in one area and a multi-colored 2x2 grid in another area.",The output grid size will be 6x6.,"To make the output, you have to fill in the entire grid with black. You then need to use each of the colors from the 2x2 grid to make the same design as the green design shown in the input grid. The colors must be in the same area shown in the 2x2 area. Each area will be a 3x3 grid, so there are a total of 4 3x3 grids. If the upper right square in the input pair is pink, then the design in the upper right 3x3 grid should be pink. Repeat the color blocks for the other 3x3 areas."
34,1f642eb9.json,"In the input, you should see a large blue area with colored squares around the edge.",The output grid size keep the same,"To make the output, you have to make a copy of each of the colored small squares and put those copy into the blue shape into the same line near to the same block."
183,780d0b14.json,"In the input, you should see several different colors",The output grid size that can contain one square of each color,"To make the output, you have to put each color in one square that match their position in the big picture"
300,beb8660c.json,"In the input, you should see several different colored horizontal line segments.",The output grid size is the same as the input,"To make the output, you have to rearrange the lines from largest at the bottom of the grid to smallest at the top. The final row need not be at the top of the grid. The lines should be aligned to the right side."
245,a2fd1cf0.json,"In the input, you should see two squares of different colors",The output grid size no change,"To make the output, you have to connect the squares use light blue with a right angle"
63,2c608aff.json,"In the input, you should see a pattern with a central square and colored dots.",The output grid size is the same as input,"To make the output, you have to If the dots could connect to the central square with a straight line, connect it with the same color as the dot"
8,06df4c85.json,"In the input, you should see example reaches",The output grid size instead,"To make the output, you have to alternate"
357,e21d9049.json,"In the input, you should see an 11x11 grid",The output grid size should remain the same,"To make the output, you have to continue the lines to all edges, using alternating the color pattern"
212,8e1813be.json,"In the input, you should see a black background with a colored square and different colored lines.",The output grid size is the same size as the colored square.,"To make the output, you have to repeat the color lines in the same horizontal or vertical order as they appear in the input. The lines should go all the way across the grid to form stripes that are in the same color order and orientation as the input."
75,36d67576.json,"In the input, you should see Yellow patterns with a single red square on each and one yellow shape with blue and green squares.",The output grid size Copy grid size,"To make the output, you have to Repeat pattern shown on single yellow pattern onto others"
341,d89b689b.json,"In the input, you should see the color of center 2x2 grid is same",The output grid size is same as input grid size,"To make the output, you have to replace 2x2 same grid color with all other four different colors that in input grid. each 2x2 grid color are different in output grid 2x2 ."
204,8731374e.json,"In the input, you should see a single colored grid within a large grid. The single colored grid will contain a second color block or blocks.",The output grid size must be the same size as the large single colored grid.,"To make the output, you have to fill in the entire row and column with the same color of the smaller cell. For example, if you have three single colored cells, you should end up with three columns and three rows."
22,150deff5.json,"In the input, you should see a black 9x9 grid with a gray pattern.",The output grid size is the same for input and output,"To make the output, you have to copy pattern and change 2x2 areas to light blue and 1x3 to red."
195,810b9b61.json,"In the input, you should see a black background with a variety of blue shapes.",The output grid size is the same as the input.,"To make the output, you have to copy the input grid. Then, any shapes that are closed (like complete squares or rectangles) will be changed from blue to green. Any other shapes that are open (incomplete) or are just lines, stay blue."
316,ce22a75a.json,"In the input, you should see a black background with gray squares",The output grid size the same as input grid,"To make the output, you have to change every gray square and the 9 squares around it into blue."
253,a61f2674.json,"In the input, you should see only vertical blocks which stay on rows 1, 3, 5, 7 and 9.",The output grid size will remain the same.,"To make the output, you have to change the shortest colored blocks from gray to red and the tallest colored blocks from gray to blue. Change the remaining gray blocks to black."
59,29c11459.json,"In the input, you should see 5x11 grid",The output grid size stays the same,"To make the output, you have to add four more blocks of the same color to the right of the block on the left side of the grid. Add a gray block. Then add four blocks of the same color of the block on the right side of the grid to connect the line."
101,44d8ac46.json,"In the input, you should see gray objects with the black area inside.",The output grid size should be the same as the input,"To make the output, you have to fill the black area within the gray with red if it is a square; otherwise, leave it alone."
228,9565186b.json,"In the input, you should see more than one color set",The output grid size no change,"To make the output, you have to replace minority colors with gray"
156,6a1e5592.json,"In the input, you should see a red shape at the top and smaller gray shapes below",The output grid size is the same as the output grid,"To make the output, you have to copy the input grid. Then move each gray shape up into the space where it fits best into the red shape. Finally turn all of the gray shapes dark blue."
290,b9b7f026.json,"In the input, you should see several colored objects.",The output grid size will be 1x1,"To make the output, you have to fill in the new grid with the color of the object that has a hole in it."
18,10fcaaa3.json,"In the input, you should see 1 or 2 squares filled in with the same color on a black background.",The output grid size is double the height and width of the input grid.,"To make the output, you have to resize the output grid to be double the width and height of the input grid. Then, copy and paste each colored square in the input grid 4 times -- once in each ""quadrant"" (if, in the input, the square is in the uppermost and leftmost corner, then it should be in the uppermost and leftmost corner in the output, as well as in the uppermost and leftmost corner of each ""quadrant""). Then, for every single colored square, do the following: put a light blue square on each adjacent corner, forming a cross with 4 light-blue squares and the colored square in the middle."
140,623ea044.json,"In the input, you should see one colored square on a black background",The output grid size is the same as the input,"To make the output, you have to add squares of the same color as the original square such that each added square extends diagonally in 4 directions from each corner of the original square until each line extending from the original square reaches a side or a corner of the grid. The diagonal lines will form an X pattern that may have one of more long arms or legs"
269,ae3edfdc.json,"In the input, you should see a single red box and a single blue box. You should also see at least one orange box and at least one green box.",The output grid size is the same as the input grid size.,"To make the output, you have to create 2 designs using all of the colored boxes in the input grid. One design is focused on the red box and the other one is focused on the blue box. Both the red box and the blue box will be in their exact same positions in the new grid. First put the red box in the same place as it is in the input grid. Now, look at the green boxes in the input grid and imagine that the green boxes are being pulled toward the red box until they are touching it. So, if there is a green box in the input grid above the red box, place it directly above the red box in the new grid. If there is a green box to the right of the red box in the input side, move it until it is directly to the right of the red box. Do the same for any other green boxes. After you are done, all of the green boxes should be touching the red box which is still in its original location. That design is done. Now use the same exact method for the blue box and surround it with the orange boxes. Think of the blue and red boxes as the centers of flowers and the green and orange boxes as the petals."
286,b8825c91.json,"In the input, you should see a complex pattern of colors with some distinct yellow rectangles",The output grid size is the same as the input,"To make the output, you have to remove the yellow rectangles and replace the color to match the existing pattern"
117,50846271.json,"In the input, you should see grey and red shapes on black field",The output grid size same as the input field,"To make the output, you have to imagine that each red shape is 5 cell wide line and 5 cell tall lines. Fill in each of the missing red cell of the shape with light blue to complete the 5x5 shapes."
249,a48eeaf7.json,"In the input, you should see a square made up of red boxes along with some gray boxes spread apart.",The output grid size stays the same size.,"To make the output, you have to simply move the gray boxes toward the red boxes taking the most direct route possible. The gray boxes are then placed wherever they touch a red box in some way."
38,2013d3e2.json,"In the input, you should see a colored shape on a black background",The output grid size is 3x3,"To make the output, you have to fill the grid with the upper left corner of the colored shape. The output should look like the top left corner of the colored shape."
160,6cdd2623.json,"In the input, you should see a black background with a bunch of colored squares on it. You should also notice that only one of the colors has 4 squares.",The output grid size is the same size as the input grid.,"To make the output, you have to draw two lines connecting both pairs of colored squares, all the way across the grid, same color as the squares (for instance, if you noticed that you have 4 green squares on the input, on the output connect the ones on top and bottom edge of the grid with a green line, and the ones on left and right edge of the grid with a green line). If both sets of squares are on the top/bottom or left/right, connect the lines across the grid, not along the edge (in other words, do not connect the two left squares or two top squares. Always connect the line to the opposite square). All other squares on your grid that are not your lines should be black."
137,5daaa586.json,"In the input, you should see four colored lines that form either a square or rectangular shape in the middle of the black background with colored squares in it.",The output grid size is the same as the size of the square or rectangle shape in the middle of the black background that is formed by the four colored lines.,"To make the output, you have to change the grid size to just the square or rectangle formed by the four colored lines. Then look at the random dots in the middle of the square or rectangle. Find the colored border that matches the color of the dots, using that color, you will connect each dot to that border in a straight line. You should have 3 to four straight lines touching the matching border."
80,3aa6fb7a.json,"In the input, you should see three incomplete squares that are each missing a corner.",The output grid size is identical,"To make the output, you have to fill in the missing corners with a blue square."
208,8a004b2b.json,"In the input, you should see four yellow squares and boxes of color within these yellow corners as well as a shape outside the yellow corner squares",The output grid size should be the yellow squares and within only,"To make the output, you have to recreate the pattern outside the yellow corner squares within the yellow corner squares with provided starting shapes"
79,39e1d7f9.json,"In the input, you should see a grid of pixel lines within the overall grid.",The output grid size same as the same,"To make the output, you have to copy the input grid, replicate the main pixel placement within the grid and replicate half at the top right corner."
121,5168d44c.json,"In the input, you should see A green 'track' line with a red 3x3 block on top of one of the 'tracks'.",The output grid size same as input,"To make the output, you have to If the pattern is vertical, move the red 3x3 block down one 'track'. If the pattern is horizontal, move the red 3x3 block one 'track' to the right. In both instances, only the location of the red blocks should change"
96,42a50994.json,"In the input, you should see a grid with colored pixels scattered. Some of the pixels are touching other pixels {on sides/or corners} while some are singletons, not touching any pixels",The output grid size The output grid size does not change. It is the same as the input,"To make the output, you have to copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black. Done"
176,7468f01a.json,"In the input, you should see a colored object with another colored object in it.",The output grid size is the size of the large colored object,"To make the output, you have to copy the large colored object with smaller colored object in it. Then mirror the small colored object left to right."
224,93b581b8.json,"In the input, you should see a 6x6 grid with a 2x2 colored square, where each corner of the square is a different color.",The output grid size is the same as the input grid size.,"To make the output, you have to copy the input grid. Then, you will add 4 2x2 blocks to the grid, each touching the corner of the 2x2 colored square in the input. The color of each 2x2 block should be the same color as the opposite corner of the 2x2 colored square. If the 2x2 colored square is not in the center of the input, some of the 2x2 blocks you are adding may be off the page."
361,e48d4e1a.json,"In the input, you should see  colored horizontal and vertical lines on a black background. And grey grid at the top right corner, which indicate how many grid you need to move your horizontal and vertical lines.",The output grid size is the same as the input grid,"To make the output, you have to First, copy the input grid but make the background all black, with no grey grid. Then, count the grey grid at the top right corner in the input grid. Next, move the horizontal line down according to the number of the grey grid and move the vertical line according to the number of the grey grid and draw it on the output grid (for example, if the grey grid is 1, then move the lines down or to the left by 1 grid)"
55,27a28665.json,"In the input, you should see a 3 by 3 grid filled with different colored squares.",The output grid size will change to a 1 by 1 square.,"To make the output, you have to see which design you have. if you have two black lines that are 2 squares long, one coming down from the top left, and one going left from the bottom right, your output will be a green square.If you have a grey cross that is filled in, your output is a magenta square. If you have a black cross, with the middle square filled in with a different color, your output will be an orangey red. If you have a cross of a different color, with the middle square black, and the upper left square filled in with the color as well, then your output will be a blue square."
273,b0c4d837.json,"In the input, you should see blue colored blocks are filled in grey colored pattern.",The output grid size will be 3x3,"To make the output, you have to put blue blocks if empty blocks that are in the grey pattern are added in vertical and that number should be be added blocks in a horizontal shape in a output"
336,d511f180.json,"In the input, you should see any and all colors",The output grid size keep same,"To make the output, you have to change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input."
265,a9f96cdd.json,"In the input, you should see red square good",The output grid size not change grid,"To make the output, you have to bottom right red square"
320,cf98881b.json,"In the input, you should see a left section with yellow squares.",The output grid size is like the left section with the yellow squares.,"To make the output, you have to over lay the dark red and blue areas and fill in the black squares where possible."
14,0ca9ddb6.json,"In the input, you should see grid with single pixel colored squares",The output grid size same as input,"To make the output, you have to copy image exactly. Where there's a red square, put yellow squares at it's corners (4 total). Where there's a dark blue square, put orange squares directly above and below it (4 total). Do nothing with light blue or magenta squares"
232,97a05b5b.json,"In the input, you should see a large grid with a red grid with black blocks missing. As well as small grid blocks with red blocks that fit the black blocks in the large grid.",The output grid size changes to the size of the large red grid.,"To make the output, you have to fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well."
398,ff28f65a.json,"In the input, you should see move the red box",The output grid size change the grid size,"To make the output, you have to change the color"
377,ec883f72.json,"In the input, you should see a square within a square, with the center square a different color.",The output grid size is the same size as the input grid.,"To make the output, you have to extend a diagonal line from each visible corner of the outer square. This diagonal line should match the color of the inner square."
43,228f6490.json,"In the input, you should see same grid",The output grid size 10x10,"To make the output, you have to fill in the shapes within the gray area with the color shapes that represent the space."
233,98cf29f8.json,"In the input, you should see a two color pattern on a black background",The output grid size is the same size as input,"To make the output, you have to remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove"
399,ff805c23.json,"In the input, you should see a pattern with a blue square on top of it",The output grid size becomes the size of the blue square,"To make the output, you have to fill in the blue square with the missing piece of the pattern from the input grid, using the correct colors from the original"
376,eb5a1d5d.json,"In the input, you should see a large grid with two or more colors","The output grid size is 2 times the number of colors - 1 (for example if there are 2 colors, the size is 3x3 (2 times 2 = 4 - 1 = 3)","To make the output, you have to color the outside border the same color as the outside border of the input grid. Continue to color the output grid using the next color until it is filled"
15,0d3d703e.json,"In the input, you should see a 3 by 3 grid with three different colored column.",The output grid size is also 3 by 3.,"To make the output, you have to change the column color to a specific other color. If the original color is dark red, change it to pink. If it is green, change it to yellow. If dark blue, change to grey. If light blue, change to dark red. The opposite is also true (for example if it is light blue, change to dark red)."
264,a8d7556c.json,"In the input, you should see a pattern of black and grey colored boxes",The output grid size is the same as the input,"To make the output, you have to Make the boxes that have the same color of black shapes that are bigger than 1x1 red"
321,d037b0a7.json,"In the input, you should see a pattern with different colored squares",The output grid size is the same,"To make the output, you have to wherever you see a color other than black make squares below that color the same color down to the border"
272,af902bf9.json,"In the input, you should see .4 yellow in a square form",The output grid size does not change,"To make the output, you have to put red in the middle of the yellow square structure, but not actually next to any of the yellow squares"
337,d5d6de2d.json,"In the input, you should see a number of boxes with holes in them",The output grid size is the same as the input,"To make the output, you have to fill in the holes of the boxes with green, then black out the outlines of the boxes"
54,272f95fa.json,"In the input, you should see four lines - two horizontal, two vertical - in a single color on a black background.",The output grid size same as input,"To make the output, you have to copy the input. Fill the top row middle shape (between the lines) in red. For the second (center) row, fill the first shape with yellow, the middle with pink, and the last (right) in green. Then fill the middle shape of the bottom row with blue. The four corner shapes will still be black."
225,941d9a10.json,"In the input, you should see a gray grid breaking up the input into many sections.",The output grid size is the same as the input grid.,"To make the output, you have to copy the input. Then, use blue flood fill to fill in the upper-left-most section. Then, use green and flood fill to fill in the bottom-right-most section. Then, use red and flood fill to fill in the center-most section."
360,e40b9e2f.json,"In the input, you should see a colored shape with another color on the outside.",The output grid size is the same size,"To make the output, you have to copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other."
177,746b3537.json,"In the input, you should see good sections",The output grid size grid size change to correctly,"To make the output, you have to output pattern set"
198,834ec97d.json,"In the input, you should see one square that's not yellow",The output grid size stays the same,"To make the output, you have to move the square that's not yellow down one space. Then create a yellow line above the square to the top of the grid. Next, leave a black column on both sides of the yellow. Then, make identical yellow columns using this pattern."
78,39a8645d.json,"In the input, you should see a few different kinds of 3x3 shape. Each kind should have a unique shape and color. There may be multiple copies of each kind.",The output grid size is 3x3,"To make the output, you have to count the number of copies of each shape. Zoom in on the shape with the most copies."
120,5117e062.json,"In the input, you should see a light blue dot surrounded by another color block",The output grid size is the same as the color block surrounding the light blue dot,"To make the output, you have to replace the light blue color with the color that surround it."
97,4347f46a.json,"In the input, you should see different colored squares",The output grid size same size,"To make the output, you have to make black squares in the square"
209,8be77c9e.json,"In the input, you should see a 3x3 grid. some of the squares are filled with blue, and the rest are filled with black.",The output grid size the height would be double the input and the width would remain the same. It will be a 3x6 grid.,"To make the output, you have to fill the top of the grid with the same as original. And fill the bottom of the grid with a mirror image of the original."
136,5c2c9af4.json,"In the input, you should see three dots of one color",The output grid size copy and paste the input,"To make the output, you have to use the two outer dots to form a square around the dot in the middle, then continue making squares surrounding the last square you created until you can not make any more (do not stop when you can not get an entire square inside the black background, even if you have enough room to make one line and the rest of the square would be outside of the black background then make that line). The amount of black space between each box should be the same width as the first square you created (so if the first box width of 2, make them all a width of 2)"
5,0520fde7.json,"In the input, you should see a grid with a gray line down the center",The output grid size should be 3x3,"To make the output, you have to look at both the left and right parts of the input grid. You will notice that the left and right parts are 3x3. For each square that is colored on both the left and right parts, color the output grid with red on the new 3x3."
39,2204b7a8.json,"In the input, you should see two colored sides of the grid, with some colored blocks in the middle.",The output grid size same as input,"To make the output, you have to change the color of the block in the middle of the grid to match the color of the side they are closest to."
161,6cf79266.json,"In the input, you should see a grid with two colors of randomly patterned blocks. Within the grid you will see some black 3x3 grids that are solid black.",The output grid size stays the same as the input grid.,"To make the output, you have to Change all the black 3x3 grids to blue in the output grid."
248,a416b8f3.json,"In the input, you should see a pattern using colored squares",The output grid size is twice as wide and the same height as the original,"To make the output, you have to copy the pattern exactly to the new empty section. There should be two of the same pattern side-by-side."
395,fcb5c309.json,"In the input, you should see multiple square images on a black background.",The output grid size the size of the largest squared border.,"To make the output, you have to copy the largest squared border including colored squares inside but make all colored squares the same color as interior squares."
116,4c5c2cf0.json,"In the input, you should see a cube shaped x with a separate color shape extending diagonally from one corner.",The output grid size is the same grid as the input.,"To make the output, you have to add shapes to the remaining 3 corners of the cube shaped x. Mirror the separate shape and add it diagonally to adjacent corners of the cube shaped x. That should give you three corners with extending shapes. For the caddy corner, or furthest corner, or last blank corner, rotate the separate shape 180 degrees and add it diagonally to the cube shaped x. You should end up with a pattern that is identical when slicing in half vertically or horizontally, but not when slicing in half diagonally."
287,b8cdaf2b.json,"In the input, you should see a colored pattern.",The output grid size is the same as input.,"To make the output, you have to create a diagonal line from the top to the sides with the less majority color."
19,11852cab.json,"In the input, you should see shapes with one color that is not complete the pattern",The output grid size is the same as input,"To make the output, you have to complete the pattern that is not there by color each side with the color that is not there to complete the pattern"
141,62c24649.json,"In the input, you should see a 3x3 grid with red blue and green colors.",The output grid size is 6x6,"To make the output, you have to place the input grid in the top left 3x3. Then, reflect the top left 3x3 and place it in the top right 3x3. Now, reflect the top left and right 3x3 and place in the bottom left and right 3x3."
291,ba26e723.json,"In the input, you should see alternating pairs of yellow blocks going up and down.",The output grid size is the same size.,"To make the output, you have to start by changing the first set of two blocks to pink. Then skip two pairs and change the next two pink. Complete this pattern to the end of the grid."
229,95990924.json,"In the input, you should see a series of gray squares",The output grid size is the same as the input,"To make the output, you have to surround each square with the following, connected diagonally to each of the corners: Blue on the top left, Red on the top right, Green on the bottom left, Yellow on the bottom right. The end result should almost resemble a flower, with a gray center and four colored petals."
383,f25fbde4.json,"In the input, you should see a colored shape on a black background",The output grid size twice the size of the colored shape.,"To make the output, you have to Copy the colored shape but make it twice the size as the input shape."
58,29623171.json,"In the input, you should see 9 black boxes, with varying amounts of colored boxes inside of them",The output grid size is the same as the input grid size,"To make the output, you have to count the number of small colored boxes within the bigger black boxes, the one(s) with the most colored boxes get filled in entirely with that color. The remaining boxes are all black"
317,ce4f8723.json,"In the input, you should see a long grid with several colors.",The output grid size must be 4x4,"To make the output, you have to consider the long input as two sections as 4x4 grids, consider that the two sections as one.. then the leave that black spaces as black then point the colored blocks as green."
252,a61ba2ce.json,"In the input, you should see see 4 set of 3 blocks in 4 different colors.",The output grid size should be 4x4.,"To make the output, you have to make a square with the each set of blocks. There should be a smaller black square in the center."
23,178fcbfb.json,"In the input, you should see a grid with red, blue, and green squares",The output grid size is the same as the input,"To make the output, you have to draw a vertical red line through any red squares. Then draw lines, left to right, for the green and blue squares. Go over any red squares from before."
194,80af3007.json,"In the input, you should see a design pattern on a black background",The output grid size 9x9 or the size of the design pattern,"To make the output, you have to repeat the shape of the design pattern in 3x3 squares and make the same design on the 9x9 grid out of 3x3 squares."
205,88a10436.json,"In the input, you should see a multi-colored 3x3 shape and a single gray square on a black background.",The output grid size is the same as the input grid size.,"To make the output, you have to copy the input. Then, copy the colorful shape and paste it on top of the gray square, making sure the center of the shape is directly above the square."
74,363442ee.json,"In the input, you should see a pattern on the left, a grey bar and blue squares on the right",The output grid size is the same as the input,"To make the output, you have to copy the pattern on the left and recreate the same pattern over each blue square on the right side, such that the center of the pattern is where the blue square was"
356,e179c5f4.json,"In the input, you should see one blue pixel in the bottom left corner of the grid.",The output grid size stays the same. You should copy and paste the input grid.,"To make the output, you have to add the same color dark blue pixel in a zig-zag pattern moving up the grid. Each pixel should be filled in on a diagonal going up and to the right until you read the edge of the grid. Then you should keep moving on the diagonal up and to the left until you reach the left side of the grid. Keep repeating until you reach the top of the grid. Then fill in the rest of the spaces with the light blue color."
213,8e5a5113.json,"In the input, you should see colored square and two black squares",The output grid size size remains the same,"To make the output, you have to have the first remain the same then the second black square have the same colors just move it 90 degrees and for the third black square change it 90 more degrees"
62,2bee17df.json,"In the input, you should see two different colors of squares around the edges of the grid.",The output grid size stays the same.,"To make the output, you have to Copy the input grid into the output. Around the outside of the grid, you will notice some squares are only one square deep around. Take note of these squares. Using green, draw straight lines horizontally and vertically from these squares that are only one deep around the outside, connecting them ONLY to squares on the other side of the grid that also are only one square deep."
9,08ed6ac7.json,"In the input, you should see a few bars that are gray",The output grid size does not change,"To make the output, you have to change the color of the tallest to blue, then second talest to red,third tallest to green,then finally shortest to yellow for both pairs."
301,c0f76784.json,"In the input, you should see grey squares.",The output grid size the same as the input.,"To make the output, you have to fill the center of the smallest square with pink, the middle square with dark yellow and the biggest square with light blue."
244,a1570a43.json,"In the input, you should see a black grid with 4 pixels evenly spaced from each other to create a sort of square and a different colored collection of pixels that create a random shape.",The output grid size remains the same,"To make the output, you have to think of the 4 pixels as a picture frame. Reposition the random shape to be centered in that frame."
35,1f85a75f.json,"In the input, you should see large areas with one significant colored pattern different than its background.",The output grid size same size as the significant pattern.,"To make the output, you have to copy the significant pattern."
182,77fdfe62.json,"In the input, you should see light blue square surrounded by a dark blue border with colored squares in each far corner.",The output grid size changes to the size of the interior light blue square,"To make the output, you have to zoom in to the light blue square and change the light blue squares to the color or the exterior corner color that they are closest to."
